,Area,Branch,Address
348,성동구,서울숲역,서울특별시 성동구 왕십리로 50 (성수동1가) 1층
349,성북구,장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동)
350,성북구,고대안암병원,서울특별시 성북구 고려대로 73 (안암동5가)
351,성북구,한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)
352,성북구,안암역,서울특별시 성북구 고려대로 102-2 (안암동5가)
353,성북구,성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가)
354,성북구,현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층
355,성북구,고대,서울특별시 성북구 고려대로24길 51 (안암동5가)
356,성북구,월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)"
357,성북구,삼선교,서울특별시 성북구 동소문로 10 (동소문동2가)
358,성북구,종암,서울특별시 성북구 종암로 122 (종암동)
359,성북구,성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가)
360,성북구,미아,서울특별시 성북구 동소문로 314 (하월곡동)
361,성북구,종암DT,서울특별시 성북구 종암로 17 (종암동)
362,성북구,미아이마트,서울특별시 성북구 도봉로 17 (길음동)
363,성북구,길음역,서울특별시 성북구 정릉로 376 (돈암동)
364,송파구,송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동)
365,송파구,송파KT,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호"
366,송파구,몽촌토성역,서울특별시 송파구 위례성대로 6 (방이동)
367,송파구,송파거여역,서울특별시 송파구 오금로 493 (거여동)
368,송파구,송파NC,서울특별시 송파구 충민로 66 (문정동) 가든파이브라이프 패션관1층
369,송파구,가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴
370,송파구,가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)"
371,송파구,석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)"
372,송파구,가락본동,서울특별시 송파구 송파대로30길 13 (가락동)
373,송파구,올림픽아파트,서울특별시 송파구 양재대로 1220 (방이동)
374,송파구,아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동)
375,송파구,갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)"
376,송파구,잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층"
377,송파구,잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동)
378,송파구,잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)"
379,송파구,석촌호수,서울특별시 송파구 석촌호수로 262 (송파동)
380,송파구,방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)"
381,송파구,올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동)
382,송파구,올림픽훼미리,서울특별시 송파구 중대로 68 (문정동)
383,송파구,문정로데오,서울특별시 송파구 동남로 141 (가락동)
384,송파구,석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동)
385,송파구,송파사거리,서울특별시 송파구 송파대로 386 (송파동)
386,송파구,송파아이파크,서울특별시 송파구 법원로 55 (문정동)
387,송파구,올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트
388,송파구,송파방이DT,서울특별시 송파구 오금로 241 (방이동)
389,송파구,송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)"
390,송파구,잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층
391,송파구,문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호"
392,송파구,문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호"
393,송파구,송파개롱역,서울특별시 송파구 오금로 420 (가락동)
394,송파구,문정법원로R,서울특별시 송파구 송파대로 201 (문정동)
395,송파구,잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동)
396,송파구,송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)"
397,송파구,송파나루역DT,서울특별시 송파구 오금로 142 (송파동)
398,양천구,신월동DT,서울특별시 양천구 남부순환로 319 (신월동)
399,양천구,목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호"
400,양천구,목동트라팰리스,서울특별시 양천구 오목로 299 (목동)
401,양천구,목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)"
402,양천구,현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층"
403,양천구,목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운
404,양천구,목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)"
405,양천구,목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자
406,양천구,신월IC DT,서울특별시 양천구 남부순환로 430 (신월동)
407,양천구,오목교역,서울특별시 양천구 오목로 354 (목동)
408,양천구,목동8단지,서울특별시 양천구 목동서로 299 (신정동)
409,양천구,목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호"
410,양천구,목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부
411,양천구,신정DT,서울특별시 양천구 신월로 341 (신정동)
412,양천구,목동행복한,서울특별시 양천구 목동동로 309 (목동)
413,양천구,등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층
414,양천구,목동파리공원,서울특별시 양천구 목동동로 377 (목동)
415,영등포구,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)
416,영등포구,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동)
417,영등포구,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)
418,영등포구,서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)"
419,영등포구,영등포구청역,서울특별시 영등포구 국회대로 558
420,영등포구,영등포시장역,서울특별시 영등포구 영중로 79 (영등포동7가)
421,영등포구,선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128
422,영등포구,여의도신한금융투자타워,서울특별시 영등포구 여의대로 70 (여의도동)
423,영등포구,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동)
424,영등포구,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)"
425,영등포구,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가)
426,영등포구,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)
427,영등포구,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)"
428,영등포구,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)"
429,영등포구,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)"
430,영등포구,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)"
431,영등포구,롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호"
432,영등포구,여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동)
433,영등포구,하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티
434,영등포구,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)"
435,영등포구,여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부
436,영등포구,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권
437,영등포구,당산,서울특별시 영등포구 양평로 64 (당산동6가)
438,영등포구,문래역,서울특별시 영등포구 당산로 34 (문래동3가)
439,영등포구,영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층"
440,영등포구,여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워
441,영등포구,동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비
442,영등포구,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩
443,영등포구,여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층
444,영등포구,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)
445,영등포구,국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동)
446,영등포구,여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동)
447,영등포구,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)
448,영등포구,국회대로,서울특별시 영등포구 국회대로 786 (여의도동)
449,영등포구,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동)
450,영등포구,여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동)
451,영등포구,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동) 지하1층 178호
452,영등포구,당산대로,서울특별시 영등포구 양평로 22 (당산동6가)
453,영등포구,영등포역,서울특별시 영등포구 경인로 870 (영등포동1가)
454,영등포구,샛강역,서울특별시 영등포구 여의대방로 376 (여의도동)
455,영등포구,타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)
456,용산구,용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가)
457,용산구,포포인츠서울역,서울특별시 용산구 한강대로 366 (동자동)
458,용산구,용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)"
459,용산구,서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호
460,용산구,경리단길,서울특별시 용산구 회나무로 3 (이태원동)
461,용산구,용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가)
462,용산구,숙명여대정문,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층)
463,용산구,동부이촌동,서울특별시 용산구 이촌로 198 (이촌동)
464,용산구,용산아이파크몰,서울특별시 용산구 한강대로23길 55
465,용산구,숙대입구역,서울특별시 용산구 한강대로 291 (갈월동)
466,용산구,동빙고,서울특별시 용산구 장문로 12 (동빙고동)
467,용산구,숙대,서울특별시 용산구 청파로47길 57 (청파동3가)
468,용산구,순천향입구,서울특별시 용산구 대사관로 67 (한남동)
469,용산구,서울역동자동,서울특별시 용산구 한강대로 372 (동자동)
470,용산구,서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층
471,용산구,한남동R,서울특별시 용산구 독서당로 94 (한남동)
472,용산구,남영동,서울특별시 용산구 한강대로 275 (갈월동)
473,용산구,용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)"
474,용산구,신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)"
475,용산구,이촌,서울특별시 용산구 이촌로 276 (이촌동)
476,용산구,용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)"
477,용산구,한강진역R,서울특별시 용산구 이태원로 252 (한남동)
478,용산구,이태원역,서울특별시 용산구 이태원로 188 (이태원동)
479,용산구,서울역서부,서울특별시 용산구 만리재로 202 (서계동)
480,용산구,효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)"
481,은평구,진관DT,서울특별시 은평구 연서로 645 (진관동)
482,은평구,녹번역,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호"
483,은평구,수색,서울특별시 은평구 수색로 216 (수색동)
484,은평구,구산역,서울특별시 은평구 연서로 146 (대조동)
485,은평구,은평이마트,서울특별시 은평구 은평로 111 (응암동)
486,은평구,은평구청입구,서울특별시 은평구 은평로 170 (응암동)
487,은평구,구파발역,서울특별시 은평구 진관2로 12
488,은평구,연신내,서울특별시 은평구 통일로 867 (갈현동)
489,은평구,연신내역사거리,서울특별시 은평구 통일로 842 (불광동)
490,은평구,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호
491,은평구,불광역,서울특별시 은평구 통일로 715 (대조동)
492,종로구,서대문역,서울특별시 종로구 통일로 134 (평동)
493,종로구,서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층
494,종로구,동숭길입구,서울특별시 종로구 대학로 146 (혜화동)
495,종로구,강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동)
496,종로구,종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)
497,종로구,정동,서울특별시 종로구 새문안로 42 (신문로2가)
498,종로구,광화문교보문고,서울특별시 종로구 종로 1 (종로1가)
499,종로구,종로관수,서울특별시 종로구 삼일대로20길 13 (관수동)
500,종로구,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)"
501,종로구,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)"
502,종로구,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)"
503,종로구,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)"
504,종로구,이마빌딩,서울특별시 종로구 종로1길 42 (수송동)
505,종로구,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)"
506,종로구,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)"
507,종로구,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동)
508,종로구,종각,서울특별시 종로구 종로 64 (종로2가)
509,종로구,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티
510,종로구,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본
511,종로구,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가)
512,종로구,광화문,서울특별시 종로구 세종대로 167 (세종로)
513,종로구,인사,서울특별시 종로구 인사동길 14 (인사동)
514,종로구,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)"
515,종로구,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워
516,종로구,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동)
517,종로구,안국,서울특별시 종로구 북촌로 5-1 (재동)
518,종로구,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩
519,종로구,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층
520,종로구,북촌로,서울특별시 종로구 북촌로4길 23 (계동)
521,종로구,종로구청,서울특별시 종로구 삼봉로 71 (수송동)
522,종로구,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부"
523,종로구,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동)
524,종로구,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호
525,종로구,더종로R,서울특별시 종로구 종로 51 (종로2가)
526,종로구,광화문우체국,서울특별시 종로구 종로 6 (서린동)
527,종로구,종로평창동,서울특별시 종로구 평창12길 3 (평창동)
528,종로구,강북삼성병원,서울특별시 종로구 새문안로 29 (평동)
529,종로구,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동)
530,종로구,혜화역,서울특별시 종로구 대학로12길 4 (동숭동)1~2층
531,종로구,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동)
532,중구,명동남산,서울특별시 중구 퇴계로 132 (남산동3가)
533,중구,포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가)
534,중구,별다방,서울특별시 중구 퇴계로 100 (회현동2가)
535,중구,레스케이프호텔R,서울특별시 중구 퇴계로 67 (회현동1가)
536,중구,숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가)
537,중구,청계크리스탈스퀘어,서울특별시 중구 청계천로 106 (수표동)
538,중구,무교로,서울특별시 중구 무교로 15 (무교동)
539,중구,명동입구,서울특별시 중구 남대문로 68-1 (명동2가)
540,중구,명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)"
541,중구,충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)"
542,중구,시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)"
543,중구,KG타워,서울특별시 중구 통일로 92 (순화동) KG타워
544,중구,을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)"
545,중구,서소문배재,서울특별시 중구 서소문로 99 (서소문동)
546,중구,소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)"
547,중구,을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층
548,중구,황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아
549,중구,남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)"
550,중구,퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)"
551,중구,태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)"
552,중구,문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보
553,중구,무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층
554,중구,환구단,서울특별시 중구 소공로 112 (소공동)
555,중구,대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층"
556,중구,순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)"
557,중구,숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)"
558,중구,명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔
559,중구,신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)"
560,중구,서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩
561,중구,명동길,서울특별시 중구 명동10길 41
562,중구,중구저동,서울특별시 중구 수표로 34 (저동2가)
563,중구,약수역,서울특별시 중구 다산로 129 (신당동)
564,중구,명동중앙로,서울특별시 중구 명동길 60 (명동 2가)
565,중구,한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가)
566,중구,서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국
567,중구,신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가)
568,중구,을지로2가,서울특별시 중구 삼일대로 358 (을지로2가)
569,중구,을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩
570,중구,회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산
571,중구,연세세브란스,서울특별시 중구 통일로 10 (남대문로5가)
572,중구,신당역사거리,서울특별시 중구 다산로 258 (흥인동)
573,중구,동대입구역,서울특별시 중구 장충단로 166 (장충동1가)
574,중구,을지로국제빌딩,서울특별시 중구 남대문로 109 (다동)
575,중구,동대문공원,서울특별시 중구 장충단로 229 (광희동1가)
576,중구,대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가)
577,중구,을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가)
578,중구,신세계본점5F,서울특별시 중구 소공로 63 (충무로1가)
579,중구,동국대,서울특별시 중구 서애로 1길 11
580,중구,국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가)
581,중구,대한상공회의소R,서울특별시 중구 세종대로 39 (남대문로4가) 1층
582,중구,동대문두타,서울특별시 중구 장충단로 275 (을지로6가)
583,중구,을지로4가역,서울특별시 중구 을지로 170 (을지로4가)
584,중구,숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가)
585,중랑구,중화역,서울특별시 중랑구 봉화산로 35
586,중랑구,양원역,서울특별시 중랑구 양원역로10길 3 (망우동)
587,중랑구,묵동,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층"
588,중랑구,상봉역,서울특별시 중랑구 망우로 307 (상봉동)
589,중랑구,사가정역,서울특별시 중랑구 면목로 310
590,중랑구,중랑구청,서울특별시 중랑구 신내로 72
591,중랑구,중랑역,서울특별시 중랑구 망우로30길 3 (상봉동)
592,중랑구,상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)"
