index,Area,Branch,Address,lat,lng
204,노원구,공릉DT,서울특별시 노원구 동일로 1015 (공릉동),37.6304778,127.0901988
205,노원구,상계초교사거리,서울특별시 노원구 노원로 449 (상계동),37.6622675,127.067351
206,노원구,월계트레이더스,서울특별시 노원구 마들로3길 15 (월계동),37.62644,127.0619091
207,노원구,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",37.6311531,127.0577021
208,도봉구,방학역,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",37.665957,127.0390407
209,도봉구,쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동),37.6453516,127.0331011
210,도봉구,쌍문역,서울특별시 도봉구 도봉로 480 (창동),37.6483224,127.0348734
211,도봉구,창동이마트,서울특별시 도봉구 노해로65길 4 (창동),37.6516821,127.046933
212,동대문구,청량리역사,서울특별시 동대문구 왕산로 214 (전농동),37.5792928,127.0479007
213,동대문구,경희대,서울특별시 동대문구 경희대로 16-1 (회기동),37.5928812,127.0528085
214,동대문구,장한평역,서울특별시 동대문구 장한로 10 (장안동),37.5622228,127.0655129
215,동대문구,외대,서울특별시 동대문구 휘경로 12-1 (이문동),37.595688,127.0613927
216,동대문구,회기역사거리,서울특별시 동대문구 이문로 37 (회기동),37.5907694,127.0561043
217,동대문구,신설동역,서울특별시 동대문구 왕산로 19 (신설동),37.5766701,127.0255138
218,동대문구,외대정문,서울특별시 동대문구 이문로 93 (이문동),37.5953303,127.0592389
219,동대문구,경희대삼거리,서울특별시 동대문구 회기로 141 (회기동),37.5915314,127.0520171
220,동대문구,답십리역,서울특별시 동대문구 천호대로 263 (답십리동),37.5693752,127.0568962
221,동작구,사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",37.4784593,126.9813316
222,동작구,숭실대,서울특별시 동작구 사당로 4 (상도동),37.4953631,126.9548386
