index,Area,Branch,Address
24,마포구,신촌로터리점,서울 마포구 서강로 135 (노고산동)
25,마포구,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)"
26,마포구,애오개역점,서울 마포구 마포대로 208 (아현동)
27,마포구,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)"
28,마포구,한강공원로점,서울 마포구 망원로 21 (망원동)
29,마포구,합정LIG점,서울 마포구 양화로1길 21 (합정동)
30,마포구,합정동점,서울 마포구 양화로6길 90 (합정동)
31,마포구,합정역사거리점,서울 마포구 독막로2길 5 (합정동)
32,마포구,합정역점,서울 마포구 양화로11길 54 (서교동)
33,마포구,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)"
34,마포구,홍대중앙점,서울 마포구 양화로 124 (서교동)
35,마포구,홍대청기와점,서울 마포구 월드컵북로 7 (서교동)
36,마포구,홍대학원가점,서울 마포구 와우산로 148 (창전동)
0,서대문구,가재울점,"서울 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상)"
1,서대문구,가재울중앙점,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)"
2,서대문구,독립문통일로점,서울 서대문구 영천동 278
3,서대문구,동교동점,서울 서대문구 신촌로 5 (창천동)
4,서대문구,명지대점,서울 서대문구 거북골로 35 (남가좌동)
5,서대문구,명지전문대점,서울 서대문구 가좌로 140 (홍은동)
6,서대문구,무악재역점,서울 서대문구 홍제동 90-47
7,서대문구,북가좌동점,서울 서대문구 증가로 257 (북가좌동)
8,서대문구,서대문구청점,서울 서대문구 연희로 237 (연희동)
9,서대문구,서대문점,서울 서대문구 냉천동 248번지 1층
10,서대문구,신촌기차역점,서울 서대문구 신촌역로 35 (창천동)
11,서대문구,신촌역점,서울 서대문구 신촌로 87-20 (창천동)
12,서대문구,아현역점,"서울 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)"
13,서대문구,연남동점,서울 서대문구 연희로 42 (연희동)
14,서대문구,연대서문점,서울 서대문구 연희로10길 86 (연희동)
15,서대문구,연세대점,서울 서대문구 연세로12길 10 (창천동)
16,서대문구,연희삼거리점,서울 서대문구 연희로 117 (연희동)
17,서대문구,이화여대점,"서울 서대문구 이화여대길 26 (대현동, 이화빌딩)"
18,서대문구,충정로3가점,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)"
19,서대문구,홍은사거리점,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)"
20,서대문구,홍제역점,서울 서대문구 홍제동 169-16
0,서초구,강남센트럴시티점,"서울 서초구 신반포로 176 (반포동, 센트럴시티)"
1,서초구,교대역점,"서울 서초구 서초대로56길 22 (서초동, 성운빌딩)"
2,서초구,교육개발원사거리점,"서울 서초구 바우뫼로 180 (양재동, 신송빌딩)"
3,서초구,국립중앙도서관디지털관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)"
4,서초구,국립중앙도서관본관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)"
5,서초구,남부터미널점,서울 서초구 서초동 1444-2
6,서초구,내방역점,"서울 서초구 서초대로 108 (방배동, 삼보빌딩)"
7,서초구,반포지하상가점,"서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)"
8,서초구,방배백석점,서울 서초구 방배로 42 (방배동)
9,서초구,방배역점,서울 서초구 방배로 87 (방배동)
10,서초구,방배중앙점,"서울 서초구 동광로 1 (방배동, 대양빌딩)"
11,서초구,서울고교점,서울 서초구 서초동 1489-1
12,서초구,서울고속버스터미널점,"서울 서초구 신반포로 194 (반포동, 강남고속버스터미널)"
13,서초구,서울교대점,서울 서초구 서초동 1577-11
14,서초구,서초법조타운점,"서울 서초구 서초중앙로24길 7 (서초동, 동천빌딩)"
15,서초구,서초역점,서울 서초구 서초동 1510-2
16,서초구,서초우면중앙점,"서울 서초구 양재대로2길 100-11 (우면동, 서초 리슈빌S)"
17,서초구,서초점,서울 서초구 서초대로48길 16 (서초동)
18,서초구,신논현역점,서울 서초구 강남대로79길 10 (반포동)
19,서초구,양재언남점,"서울 서초구 동산로 60 (양재동, 화성빌딩)"
20,서초구,양재점,서울 서초구 남부순환로347길 38 (서초동)
21,서초구,양재중앙점,"서울 서초구 강남대로 221 (양재동, 양재역 환승주차장)"
22,서초구,양재하나로마트점,"서울 서초구 청계산로 10 (양재동, 농협하나로클럽)"
23,서초구,예술의전당점,"서울 서초구 반포대로 32 (서초동, 원일빌딩)"
24,서초구,우면동점,"서울 서초구 바우뫼로 20 (우면동, 고호빌딩)"
25,서초구,잠원논현점,서울 서초구 신반포로 333 (잠원동)
26,서초구,청계산입구역점,서울 서초구 신원동 271-23
27,서초구,포이점,서울 서초구 마방로10길 42 (양재동)
28,서초구,함지박사거리점,서울 서초구 방배로 234 우신빌딩
0,성동구,논골사거리점,서울 성동구 난계로 35 (금호동1가)
1,성동구,답십리로데오점,서울 성동구 용답19길 17-1 (용답동)
2,성동구,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가)
3,성동구,마장동점,서울 성동구 고산자로 339-2 (마장동)
4,성동구,마장역점,서울 성동구 마장로 293-1 (마장동)
5,성동구,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동)
6,성동구,서울숲역점,서울 성동구 왕십리로 96-1 (성수동1가)
7,성동구,성동구청점,서울 성동구 고산자로 269 (도선동)
8,성동구,성수2가점,서울 성동구 성덕정길 106 (성수동2가)
9,성동구,성수아카데미점,서울 성동구 성수이로 118 (성수동2가)
10,성동구,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가)
11,성동구,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)"
12,성동구,신금호역점,서울 성동구 금호산길 64 (금호동2가)
13,성동구,옥수동점,서울 성동구 매봉길 12 (옥수동)
14,성동구,옥수역점,서울 성동구 한림말5길 9 (옥수동)
15,성동구,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동)
16,성동구,왕십리센트라스점,서울 성동구 무학로 22 (홍익동)
17,성동구,왕십리역점,서울 성동구 왕십리로 309 (행당동)
18,성동구,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)"
19,성동구,장한평역점,서울 성동구 천호대로 426 (용답동)
20,성동구,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)"
21,성동구,한양대점,서울 성동구 사근동길 4 (행당동)
22,성동구,행당동점,서울 성동구 고산자로 201 (행당동)
0,성북구,고대개운점,서울 성북구 개운사길 30 (안암동5가)
1,성북구,고대점,서울 성북구 고려대로24길 35 (안암동5가)
2,성북구,국민대점,서울 성북구 정릉로9라길 8 (정릉동)
3,성북구,길음뉴타운점,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)"
4,성북구,돈암동점,서울 성북구 동소문로 119 (동선동4가)
5,성북구,돈암아리랑점,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)"
6,성북구,돌곶이역점,서울 성북구 돌곶이로22길 3 (석관동)
7,성북구,동덕여대점,서울 성북구 화랑로 99 (하월곡동)
8,성북구,동소문동점,서울 성북구 동소문로13길 5 (동소문동4가)
9,성북구,보문역점,서울 성북구 보문로 111 (보문동2가)
10,성북구,석계중앙점,서울 성북구 화랑로40길 61 (석관동)
11,성북구,석관동점,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)"
12,성북구,성신여대역점,서울 성북구 동소문로17길 40 (동소문동6가)
13,성북구,성신여대점,서울 성북구 보문로34길 100 (동선동2가)
14,성북구,안암래미안점,서울 성북구 보문로30가길 42 (안암동1가)
15,성북구,월곡1동점,서울 성북구 오패산로 99 (하월곡동)
16,성북구,월곡동아점,서울 성북구 장월로1길 47 (상월곡동)
17,성북구,월곡중앙점,"서울 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티)"
18,성북구,장위2동점,서울 성북구 화랑로25길 14 (장위동)
19,성북구,장위뉴타운점,서울 성북구 장월로 144-1 (장위동)
20,성북구,장위동점,서울 성북구 월계로40길 7 (장위동)
21,성북구,장위북서울꿈의숲점,서울 성북구 돌곶이로41가길 2 (장위동)
22,성북구,장위중앙점,서울 성북구 장위로 35 (장위동)
23,성북구,정릉뉴타운점,"서울 성북구 정릉로 307 (정릉동, 라온유 아파트)"
24,성북구,정릉아리랑점,"서울 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)"
25,성북구,정릉점,서울 성북구 보국문로 77 (정릉동)
26,성북구,정릉중앙점,서울 성북구 정릉로 251 (정릉동)
27,성북구,종암동점,서울 성북구 종암로 105 (종암동)
28,성북구,하월곡동점,서울 성북구 오패산로 16 (하월곡동)
29,성북구,한성대역점,서울 성북구 동소문로 19 (동소문동1가)
30,성북구,한성대점,서울 성북구 삼선교로 10 (삼선동1가)
0,송파구,가든파이브점,"서울 송파구 충민로 10 (문정동, 가든파이브툴)"
1,송파구,가든파이브테크노관점,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)"
2,송파구,가락몰점,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)"
3,송파구,가락중앙점,서울 송파구 송이로 87 (가락동)
4,송파구,개롱역점,"서울 송파구 오금로 407 (오금동, 상아아파트)"
5,송파구,거여점,서울 송파구 오금로 497 (거여동)
6,송파구,마천사거리점,"서울 송파구 마천로 264 (거여동, 흥일빌딩)"
7,송파구,문정KDU타워점,"서울 송파구 정의로 70 (문정동, 케이디유타워)"
8,송파구,문정문현점,서울 송파구 새말로8길 30 (문정동)
9,송파구,문정중앙점,서울 송파구 문정로 31-1 (문정동)
10,송파구,문정테라타워점,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)"
11,송파구,방이미성점,"서울 송파구 오금로 251 (방이동, 잠실3차한양아파트)"
12,송파구,방이시장점,서울 송파구 백제고분로48길 3 (방이동)
13,송파구,방이역점,서울 송파구 위례성대로18길 32 (방이동)
14,송파구,방이초교점,서울 송파구 가락로 280 (방이동)
15,송파구,삼전역점,서울 송파구 백제고분로 263 (삼전동)
16,송파구,서울삼성내과점,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)"
17,송파구,석촌백제점,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)"
18,송파구,석촌사거리점,"서울 송파구 송파대로 409 (석촌동, 범양빌딩)"
19,송파구,석촌역점,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)"
20,송파구,송파동점,"서울 송파구 백제고분로41길 5 (송파동, 태원빌딩)"
21,송파구,송파문정점,서울 송파구 송이로 159 (가락동)
22,송파구,송파올림픽훼미리타운점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)"
23,송파구,송파위례점,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)"
24,송파구,송파잠실점,서울 송파구 삼전로 95 (잠실동)
25,송파구,송파파인타운점,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)"
26,송파구,송파풍납점,서울 송파구 강동대로9길 17-1 (풍납동)
27,송파구,송파하비오점,"서울 송파구 송파대로 111 (문정동, 파크하비오)"
28,송파구,송파한양점,"서울 송파구 가락로 165 (송파동, 위례캐슬빌)"
29,송파구,오금점,"서울 송파구 오금로 306 (가락동, 가락스타클래스)"
30,송파구,오금중앙점,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)"
31,송파구,올림픽공원점,서울 송파구 올림픽로 354 (방이동)
32,송파구,올림픽프라자점,서울 송파구 양재대로 1222 (방이동)
33,송파구,위례아이파크점,"서울 송파구 위례광장로 136 (장지동, 위례아이파크)"
34,송파구,위례포레샤인점,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)"
35,송파구,잠실나루역점,"서울 송파구 올림픽로35길 104 (신천동, 장미아파트)"
36,송파구,잠실본동점,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)"
37,송파구,잠실역점,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)"
38,송파구,종합운동장역점,"서울 송파구 올림픽로 76 (잠실동, J타워)"
0,양천구,CBS본사점,서울 양천구 목동서로 159-1 (목동)
1,양천구,강서초교점,서울 양천구 오목로 48 (신월동)
2,양천구,목3동점,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)"
3,양천구,목4동점,서울 양천구 목동중앙본로7길 46 (목동)
4,양천구,목동남부점,서울 양천구 목동남로 46 (신정동)
5,양천구,목동등촌로점,서울 양천구 등촌로 180 (목동)
6,양천구,목동로데오점,서울 양천구 목동로 219 (신정동)
7,양천구,목동센트럴아이파크위브점,서울 양천구 남부순환로 603 (신월동)
8,양천구,목동신목점,"서울 양천구 목동중앙로 85 (목동, 강산아파트)"
9,양천구,목동신트리점,"서울 양천구 신정로 312 (신정동, 뉴프라자)"
10,양천구,목동아델리체점,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)"
11,양천구,목동역점,서울 양천구 오목로 227 (신정동)
12,양천구,목동중앙점,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)"
13,양천구,목동파라곤점,서울 양천구 목동서로 155 (목동)
14,양천구,목동파리공원점,서울 양천구 목동동로 379 (목동)
15,양천구,서남병원점,서울 양천구 신정동 784 서남프라자
16,양천구,신월5동점,서울 양천구 화곡로 50 (신월동)
17,양천구,신월7동점,서울 양천구 지양로 79 (신월동)
18,양천구,신월사거리점,서울 양천구 남부순환로 353 (신월동)
19,양천구,신월신곡시장점,서울 양천구 신월로 172 (신월동)
20,양천구,신정교점,서울 양천구 신목로 36 (신정동)
21,양천구,신정네거리역점,서울 양천구 중앙로 282 (신정동)
22,양천구,신정서부점,서울 양천구 신정로11길 50-15 (신정동)
23,양천구,신정역점,서울 양천구 오목로 155 (신정동)
24,양천구,양천구청점,서울 양천구 목동동로 63 (신정동)
25,양천구,오목교대학학원점,서울 양천구 오목로 319 (목동)
26,양천구,오목교역점,서울 양천구 신목로 102 (목동)
0,영등포구,KBS별관점,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)"
1,영등포구,국회대로점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)"
2,영등포구,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)"
3,영등포구,남부고용센터점,서울 영등포구 양산로 71 (양평동3가)
4,영등포구,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가)
5,영등포구,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)"
6,영등포구,당산중앙점,서울 영등포구 당산로 159 (당산동4가)
7,영등포구,대림1동점,서울 영등포구 도림로 198 (대림동)
8,영등포구,대림3동점,서울 영등포구 대림로 212 (대림동)
9,영등포구,대림역점,서울 영등포구 도림로31길 2 (대림동)
10,영등포구,도림사거리점,서울 영등포구 도림로 326 (신길동)
11,영등포구,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)"
12,영등포구,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)"
13,영등포구,문래역점,서울 영등포구 문래로 89 (문래동3가)
14,영등포구,보라매역점,서울 영등포구 여의대방로 141 (신길동)
15,영등포구,서여의도점,"서울 영등포구 국회대로72길 17 (여의도동, KCC파크타운)"
16,영등포구,선유도역점,서울 영등포구 양평로 126 (양평동5가)
17,영등포구,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동)
18,영등포구,신길썬프라자점,서울 영등포구 신길로 42 (신길동)
19,영등포구,신길아이파크점,서울 영등포구 도림로 280 (신길동)
20,영등포구,신길역점,서울 영등포구 영등포로 353 (신길동)
21,영등포구,신길중앙점,서울 영등포구 도신로 229 (신길동)
22,영등포구,신풍역점,서울 영등포구 신풍로 52-1 (신길동)
23,영등포구,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)"
24,영등포구,여의나루역점,서울 영등포구 여의나루로 113 (여의도동)
25,영등포구,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)"
26,영등포구,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)"
27,영등포구,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)"
28,영등포구,영등포구청점,서울 영등포구 당산로 110 (당산동3가)
29,영등포구,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)"
30,영등포구,영등포본동점,서울 영등포구 영신로19길 15 (영등포동)
31,영등포구,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가)
32,영등포구,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)"
33,영등포구,영등포에이스점,서울 영등포구 경인로 775 (문래동3가)
34,영등포구,영등포점,서울 영등포구 영중로 16-1 (영등포동3가)
35,영등포구,영등포중앙점,서울 영등포구 영중로 37 (영등포동4가)
36,영등포구,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)"
37,영등포구,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)"
38,영등포구,한강성심병원점,서울 영등포구 버드나루로 51 (영등포동2가)
39,영등포구,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)"
40,영등포구,힐스테이트클래시안점,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)"
0,용산구,IBK고객센터점,"서울 용산구 한남대로 72 (한남동, IBK기업은행고객센터)"
1,용산구,동부이촌동점,서울 용산구 이촌로77길 19 (이촌동)
2,용산구,동자동점,서울 용산구 후암로 93 (동자동)
3,용산구,삼각지점,서울 용산구 한강대로 138 (한강로2가)
4,용산구,숙대입구역점,서울 용산구 한강대로 289 (갈월동)
5,용산구,순천향병원점,서울 용산구 대사관로 72
6,용산구,용문점,서울 용산구 원효로41길 73 (원효로2가)
7,용산구,용산원효점,"서울 용산구 원효로 70 (원효로4가, 신정빌딩)"
8,용산구,용산중앙점,서울 용산구 한강대로 52-1 (한강로3가)
9,용산구,용산청파점,"서울 용산구 청파로71길 10 (청파동1가, 새마을금고)"
10,용산구,용산효창점,서울 용산구 효창원로66길 2 (효창동)
11,용산구,용산후암점,"서울 용산구 후암로 40-2 (후암동, 성원빌딩)"
12,용산구,원효로점,서울 용산구 원효로 257 (원효로1가)
13,용산구,이태원역점,서울 용산구 이태원로 176 (이태원동)
0,은평구,갈현점,서울 은평구 갈현로 268 (갈현동)
1,은평구,구산역점,서울 은평구 연서로 148 (대조동)
2,은평구,구파발역점,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)"
3,은평구,녹번동점,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)"
4,은평구,녹번중앙점,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)"
5,은평구,독바위역점,"서울 은평구 불광로 128 (불광동, 배진하우스)"
6,은평구,백련산아이파크점,"서울 은평구 응암로 264 (응암동, 서울빌딩)"
7,은평구,본서부병원점,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)"
8,은평구,불광역점,서울 은평구 통일로 731 (대조동)
9,은평구,불광연서로점,서울 은평구 연서로 275 (불광동)
10,은평구,불광중앙점,서울 은평구 불광로 59 (불광동)
11,은평구,새절역점,서울 은평구 가좌로 272 (신사동)
12,은평구,수색역점,서울 은평구 수색로 250 (수색동)
13,은평구,역촌동점,서울 은평구 갈현로 82 (역촌동)
14,은평구,역촌사거리점,서울 은평구 서오릉로 100 (대조동)
15,은평구,역촌진흥로점,서울 은평구 진흥로1길 3 (역촌동)
16,은평구,연신내역점,서울 은평구 통일로 855-9 (갈현동)
17,은평구,연신내중앙점,서울 은평구 통일로 825 (대조동)
18,은평구,연신내통일로점,서울 은평구 통일로 876 (불광동)
19,은평구,은평구청점,서울 은평구 은평로 197 (녹번동)
20,은평구,은평뉴타운점,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)"
21,은평구,은평이마트점,"서울 은평구 은평로 111 (응암동, 은평이마트)"
22,은평구,응암역점,"서울 은평구 연서로 9 (역촌동, 센타폴리스)"
23,은평구,응암오거리점,서울 은평구 응암로 211 (응암동)
24,은평구,응암중앙점,서울 은평구 응암로 183 (응암동)
25,은평구,증산동점,서울 은평구 증산서길 78 (증산동)
0,종로구,경복궁역점,서울 종로구 자하문로 7 (체부동)
1,종로구,광화문점,서울 종로구 세종대로23길 15 (도렴동)
2,종로구,광화문트윈트리타워점,"서울 종로구 율곡로 6 (중학동, 트윈 트리 빌딩)"
3,종로구,낙원동점,서울 종로구 낙원동 46-4
4,종로구,대학로점,서울 종로구 대학로10길 17 (동숭동)
5,종로구,독립문역점,서울 종로구 통일로 266 (무악동)
6,종로구,동대문역점,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)"
7,종로구,동묘역점,서울 종로구 종로 354 (숭인동)
8,종로구,방통대점,서울 종로구 대학로 81-1 (연건동)
9,종로구,배화여대점,서울 종로구 필운대로1길 35 (필운동)
10,종로구,북촌마을점,서울 종로구 북촌로5길 39 (화동)
11,종로구,삼일빌딩점,서울 종로구 삼일대로15길 13 (관철동)
12,종로구,상명대점,서울 종로구 홍지동 60-2
13,종로구,성균관대점,서울 종로구 성균관로 8 (명륜2가)
14,종로구,숭인점,서울 종로구 숭인동길 6 (숭인동)
15,종로구,신설점,서울 종로구 난계로29길 30 (숭인동)
16,종로구,종각점,서울 종로구 삼일대로19길 24 (관철동)
17,종로구,종로3가점,서울 종로구 종로 126 (종로3가)
18,종로구,종로4가점,서울 종로구 김상옥로 1 (인의동)
19,종로구,종로5가점,서울 종로구 대학로 33 (효제동)
20,종로구,종로교차로점,서울 종로구 동호로 406-1 (종로5가)
21,종로구,종로구청점,서울 종로구 수송동 58 두산위브파빌리온 1층
22,종로구,종로르메이에르점,서울 종로구 종로1가 르메이에르종로타운
23,종로구,종로삼일대로점,서울 종로구 삼일대로 390-1 (관철동)
24,종로구,종로타워점,"서울 종로구 종로 51 (종로2가, 종로타워)"
25,종로구,창덕궁점,서울 종로구 돈화문로 41-1 (묘동)
26,종로구,창신동점,서울 종로구 종로 316-1 (창신동)
27,종로구,창신중앙점,서울 종로구 지봉로 64 (숭인동)
28,종로구,탑골공원점,서울 종로구 낙원동 205
29,종로구,혜화동로터리점,서울 종로구 혜화로 3-1 (혜화동)
30,종로구,혜화역점,서울 종로구 창경궁로 258-15 (명륜2가)
0,중구,IBK본점,"서울 중구 을지로 79 (을지로2가, 기업은행)"
1,중구,YTN점,서울 중구 세종대로1길 11 (봉래동1가)
2,중구,광희동점,서울 중구 마른내로 165-1 (광희동1가)
3,중구,다동점,서울 중구 다동길 46 (다동)
4,중구,동국대후문점,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)"
5,중구,동대문점,서울 중구 을지로43길 38 (을지로6가)
6,중구,동평화점,서울 중구 청계천로 318 (신당동)
7,중구,만리동고개점,"서울 중구 만리재로 175 (만리동2가, 서울역센트럴자이),402동 102호"
8,중구,명동역점,서울 중구 퇴계로 103 (충무로1가)
9,중구,명동중앙점,"서울 중구 명동7길 21 (을지로2가, 명동아르누보센텀)"
10,중구,서소문점,서울 중구 서소문로11길 8 (서소문동)
11,중구,서울시청점,"서울 중구 세종대로20길 23 (무교동, 원창빌딩)"
12,중구,신당점,서울 중구 다산로35길 11 (신당동)
13,중구,신당중앙점,서울 중구 퇴계로 455 (황학동)
14,중구,약수역점,서울 중구 동호로 186-13 (신당동)
15,중구,오장동점,서울 중구 마른내로 109-1 (오장동)
16,중구,을지로3가점,서울 중구 수표로 45 (저동2가)
17,중구,정동점,서울 중구 정동길 2-1 (정동)
18,중구,중림점,서울 중구 청파로 464 (중림동)
19,중구,청구역점,서울 중구 다산로 181-2 (신당동)
20,중구,충무로3가점,서울 중구 퇴계로27길 31 (충무로3가)
21,중구,충무로점,서울 중구 퇴계로 188 (필동1가)
22,중구,충무아트홀점,서울 중구 퇴계로 381-1 (신당동)
23,중구,충무필동점,서울 중구 퇴계로 218-5 (필동2가)
24,중구,충정로역점,"서울 중구 중림로 10 (중림동, 중림동 삼성 사이버 빌리지)"
25,중구,태평로점,서울 중구 세종대로11길 26 (서소문동)
26,중구,퇴계로2길점,서울 중구 퇴계로2길 1 (남창동)
27,중구,한국은행점,서울 중구 남대문로 29-2 (남대문로3가)
28,중구,황학롯데캐슬점,"서울 중구 청계천로 400 (황학동, 롯데캐슬베네치아)"
29,중구,회현SK리더스점,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)"
0,중랑구,금란망우점,서울 중랑구 망우로 460 (망우동)
1,중랑구,동원사거리점,"서울 중랑구 겸재로 240 (면목동, 행복오피스텔)"
2,중랑구,망우동점,서울 중랑구 망우로 416 (망우동)
3,중랑구,망우중앙점,"서울 중랑구 용마산로115길 109 (망우동, 한일써너스빌리젠시2단지)"
4,중랑구,먹골역점,서울 중랑구 동일로157길 13 (묵동)
5,중랑구,면목경남아너스빌점,서울 중랑구 면목로27길 92 (면목동)
6,중랑구,면목본동점,서울 중랑구 면목로 370 (면목동)
7,중랑구,묵동자이점,"서울 중랑구 동일로 932 (묵동, 묵동자이아파트)"
8,중랑구,봉화산역점,서울 중랑구 신내로 211 (신내동)
9,중랑구,사가정아이파크점,"서울 중랑구 동일로92길 57 (면목동, 메디포레)"
10,중랑구,사가정역점,서울 중랑구 면목로 325 (면목동)
11,중랑구,상봉엠코점,"서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)"
12,중랑구,상봉역점,서울 중랑구 망우로 277 (상봉동)
13,중랑구,상봉중앙점,서울 중랑구 망우로 316 (상봉동)
14,중랑구,서울중랑경찰서점,서울 중랑구 신내역로3길 40-11 (신내동)
15,중랑구,서울중화초등학교점,"서울 중랑구 신내로7가길 7 (신내동, 제이리옴)"
16,중랑구,서일중앙점,"서울 중랑구 용마산로 394 (면목동, 해동검도)"
17,중랑구,신내동점,서울 중랑구 봉화산로 215 (신내동)
18,중랑구,양원남부점,서울 중랑구 양원역로 25-10 (망우동)
19,중랑구,양원역점,서울 중랑구 양원역로14가길 24 (망우동)
20,중랑구,용마산역점,서울 중랑구 면목로 254-1 (면목동)
21,중랑구,우림시장점,서울 중랑구 봉우재로 240 (망우동)
22,중랑구,중랑교차로점,서울 중랑구 동일로 683 (면목동)
23,중랑구,중랑역점,서울 중랑구 망우로 198 (상봉동)
24,중랑구,중화동점,서울 중랑구 동일로129길 1 (중화동)
25,중랑구,중화역점,"서울 중랑구 동일로 815, 1층"
26,중랑구,화랑대역점,"서울 중랑구 신내로25가길 2 (묵동, 현동학당)"
