index,Name,Address,Brand,Gasoline_P,Diesel_P,SELF_YN,CWASH_YN,LPG_YN,MAINT_YN,CVS_YN,SEL24_YN,Area
390,'(주)영원 풍기주유소','서울 용산구 원효로 178 (원효로2가)','GSC','2098','2179','N','N','','N','N','N',용산구
391,'(주)남경주유소','서울 용산구 녹사평대로11길 24','SKE','2110','2469','N','Y','','Y','N','Y',용산구
392,'한석주유소','서울 용산구 이촌로 164','SKE','2179','2622','N','Y','','N','N','Y',용산구
393,'한남지점','서울 용산구 한남대로21길 4 (한남동)','SKE','2297','2397','N','N','','N','N','N',용산구
394,'에너비스','서울 용산구 한남대로 82 (한남동)','SKE','2297','2397','N','Y','','N','N','N',용산구
395,'서계주유소','서울 용산구  청파로 367 (청파동)','GSC','2629','2979','N','Y','','N','N','N',용산구
396,'타이거주유소','서울 은평구 수색로 188 (증산동)','SKE','1634','1834','Y','Y','','N','N','Y',은평구
397,'대성산업㈜ 대성주유소','서울 은평구 통일로 642','GSC','1649','1879','Y','Y','','N','N','Y',은평구
398,'다회주유소','서울 은평구 증산로 441 (신사동)','SOL','1654','1854','Y','N','','N','N','N',은평구
399,'현대오일뱅크㈜직영 은평드림주유소','서울 은평구 통일로 1151 (진관동)','HDO','1657','1832','N','Y','','N','N','N',은평구
400,'불광주유소','서울 은평구 연서로 314 (불광동)','HDO','1657','1842','Y','Y','','N','N','N',은평구
401,'지에스칼텍스(주)수색뉴타운주유소','서울 은평구 수색로 350 (수색동)','GSC','1665','1834','Y','Y','','N','N','N',은평구
402,'지에스칼텍스㈜ 서부주유소','서울 은평구 응암로 210 (응암동)','GSC','1669','1859','Y','Y','','Y','N','Y',은평구
403,'지에스칼텍스㈜ 신사제일주유소','서울 은평구 증산로 423 (신사동)','GSC','1669','1859','Y','Y','','N','N','Y',은평구
404,'지에스칼텍스㈜ 녹번주유소','서울 은평구 통일로 600 (녹번동)','GSC','1669','1859','Y','Y','','N','N','N',은평구
405,'(주)명연에너지 수색훼미리주유소','서울 은평구 수색로 236 (수색동)','HDO','1674','1830','Y','Y','','N','N','N',은평구
406,'성원이앤에스(주)은평지점','서울 은평구 통일로 968 (진관동)','GSC','1695','1855','Y','Y','','N','N','N',은평구
407,'은평뉴타운주유소','서울 은평구 통일로 924 (불광동)','SKE','1695','1855','Y','Y','','Y','N','N',은평구
408,'뉴타운셀프주유소','서울 은평구 통일로 1031','SOL','1695','1875','Y','N','','N','N','N',은평구
409,'박석고개주유소','서울 은평구 통일로 945 (갈현동)','SKE','1695','1855','Y','Y','','N','N','Y',은평구
410,'제이제이에너지','서울 은평구 응암로 163','SKE','1697','1887','Y','N','','N','N','N',은평구
411,'코끼리주유소','서울 은평구 서오릉로 41 (녹번동)','ETC','1698','1938','N','Y','','N','N','N',은평구
412,'안풍주유소','서울 종로구 자하문로 303','SOL','1799','1999','N','Y','','N','N','N',종로구
413,'㈜지에스이앤알 평창주유소','서울 종로구 평창문화로 135 (평창동)','HDO','1799','2039','N','Y','','N','N','N',종로구
414,'자하문주유소','서울 종로구 자하문로 248 (부암동)','SKE','1799','1999','Y','Y','','N','N','N',종로구
415,'구도일주유소특종','서울 종로구 평창문화로 90 (평창동)','SOL','1830','2050','N','Y','','N','N','N',종로구
416,'SK북악주유소','서울 종로구 평창문화로 137','SKE','2198','2348','N','Y','','N','N','N',종로구
417,'경복궁주유소','서울 종로구 율곡로 6 (중학동)','GSC','2280','2360','N','N','','N','N','N',종로구
418,'(주)대양씨앤씨 사직주유소','서울 종로구 사직로 65 (사직동)','GSC','2290','2395','N','N','','N','N','N',종로구
419,'(주)중앙에너비스 혜화주유소','서울 종로구 창경궁로35길 1','SKE','2297','2397','N','N','','N','N','Y',종로구
420,'다산주유소','서울 중구 다산로 233','SOL','1699','1839','Y','N','','N','N','N',중구
421,'장충드림주유소','서울 중구 동호로 296','SOL','1735','1895','Y','Y','','N','N','N',중구
422,'세화주유소','서울 중구 왕십리로 403','RTO','1768','1898','N','Y','','Y','N','Y',중구
423,'현대오일뱅크 장원주유소','서울 중구 동호로 203 (신당동)','HDO','1833','1998','N','N','','N','N','N',중구
424,'SK에너지(주) 퇴계로주유소','서울 중구 퇴계로 228 (필동2가)','SKE','1850','2111','N','N','','N','N','N',중구
425,'장충주유소','서울 중구 장충단로 202 (장충동1가)','SKE','2048','2168','N','Y','','N','N','Y',중구
426,'신당동주유소','서울 중구 다산로 242 (신당동)','SKE','2098','2398','N','Y','','N','N','Y',중구
427,'약수주유소','서울 중구 다산로 173','GSC','2197','2448','N','Y','','Y','N','Y',중구
428,'필동주유소','서울 중구 퇴계로 196 (필동2가)','GSC','2429','2669','N','N','','N','N','Y',중구
429,'서남주유소','서울 중구 통일로 30','SKE','2635','2991','N','Y','','N','N','Y',중구
430,'대양주유소','서울 중랑구 봉우재로 105 (상봉동)','GSC','1624','1845','Y','Y','','N','N','N',중랑구
431,'대원주유소','서울 중랑구 동일로 600','GSC','1624','1845','Y','Y','','N','N','N',중랑구
432,'우림주유소','서울특별시 중랑구  용마산로 487 (망우제3동)','GSC','1625','1845','Y','Y','','N','N','N',중랑구
433,'(주)자연에너지 대창주유소','서울 중랑구 동일로 636 (면목동)','HDO','1627','1797','N','N','','N','N','N',중랑구
434,'오천만주유소','서울 중랑구 동일로 547 (면목동)','SOL','1627','1797','Y','Y','','N','N','N',중랑구
435,'구도일주유소 동천','서울 중랑구 동일로 654 (면목동)','SOL','1627','1817','Y','Y','','N','N','N',중랑구
436,'면목SELF주유소','서울 중랑구 동일로 627 (면목동)','SKE','1627','1817','Y','Y','','Y','N','N',중랑구
437,'(주)태영 구도일주유소 한인','서울 중랑구 망우로 170 (상봉동)','SOL','1637','1847','Y','Y','','Y','N','N',중랑구
438,'(주)기지에너지','서울 중랑구 용마산로 716 (신내동)','SOL','1645','1845','N','N','','N','N','N',중랑구
439,'신내주유소','서울 중랑구 용마산로 705 (신내동)','SKE','1658','1849','Y','Y','','N','N','N',중랑구
440,'범아주유소','서울 중랑구 동일로 881 (묵동)','SOL','1669','1869','N','Y','','Y','N','N',중랑구
441,'신일셀프주유소','서울 중랑구 상봉로 58 (망우동)','SKE','1698','1899','Y','Y','','Y','N','Y',중랑구
442,'용마로주유소','서울 중랑구 용마산로 309 (면목동)','SKE','1698','1858','Y','Y','','N','N','N',중랑구
