index,Name,Address,Brand,Gasoline_P,Diesel_P,SELF_YN,CWASH_YN,LPG_YN,MAINT_YN,CVS_YN,SEL24_YN,Area,Lat,Lng
37,방아다리주유소,서울 강동구 동남로 811 (명일동),SKE,1695,1895,Y,Y,N,N,N,N,강동구,37.5502209,127.1500409
38,(주)소모에너지 신월셀프주유소,서울 강동구 양재대로 1323 (성내동),GSC,1695,1868,Y,Y,N,N,N,N,강동구,37.5302922,127.1287651
39,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),GSC,1699,1899,Y,Y,N,N,Y,N,강동구,37.5549868,127.1296896
40,대성석유(주)길동주유소,서울 강동구 천호대로 1168,GSC,1716,1919,N,Y,N,N,N,N,강동구,37.5333771,127.1411626
41,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),SKE,1755,1929,Y,Y,N,Y,N,N,강동구,37.558717,127.1713785
42,지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),GSC,1758,1998,Y,Y,N,N,N,N,강동구,37.5452101,127.1702029
43,(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),SOL,1778,1928,Y,Y,N,N,N,N,강동구,37.5293901,127.122427
44,주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),SKE,1796,1896,N,Y,N,Y,N,N,강동구,37.53226420000001,127.1331353
45,(주)소모에너지 성내주유소,서울 강동구 올림픽로 578 (성내동),GSC,1798,1928,Y,Y,N,Y,N,N,강동구,37.531341,127.1273089
46,천호현대주유소,서울 강동구 천중로 67 (천호동),HDO,1848,2051,N,Y,N,Y,N,N,강동구,37.5451051,127.129457
47,광성주유소,서울 강동구 올림픽로 673 (천호동),SOL,1978,2108,N,Y,N,Y,N,Y,강동구,37.5415336,127.1241349
48,수유동주유소,서울 강북구 도봉로 395 (수유동),GSC,1615,1815,Y,Y,N,N,N,Y,강북구,37.6421401,127.0295678
49,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),SKE,1625,1855,Y,Y,N,N,Y,N,강북구,37.6302371,127.0227426
50,(주)석산에너지,서울 강북구 삼양로 316 (수유동),HDO,1625,1825,Y,N,N,N,N,N,강북구,37.6315821,127.0179395
51,(주)서울에너지 시민주유소,서울 강북구 인수봉로 185 (수유동),HDO,1625,1825,N,N,N,N,N,N,강북구,37.6361659,127.0127908
52,북서울고속주유소,서울 강북구 삼양로 410 (수유동),SKE,1625,1825,Y,N,N,N,N,Y,강북구,37.6401555,127.0172034
53,씨앤에스유통㈜ 미아셀프주유소,서울 강북구 도봉로 200 (미아동),SOL,1635,1835,Y,Y,N,N,N,N,강북구,37.6264851,127.0264373
54,덕릉로주유소,서울 강북구 덕릉로 158 (번동),SOL,1635,1835,Y,Y,N,N,N,N,강북구,37.6349074,127.0313001
55,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),HDO,1637,1857,Y,Y,N,Y,N,Y,강북구,37.63557230000001,127.0330499
56,대성석유(주)신광주유소,서울 강북구 삼양로 484,GSC,1665,1855,N,Y,N,Y,N,N,강북구,37.6463707,127.015347
57,세원주유소,서울 강북구 한천로 918 (번동),SKE,1668,1868,Y,Y,N,N,N,N,강북구,37.6342623,127.0376951
58,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),GSC,1669,1848,Y,Y,N,N,N,N,강북구,37.6265005,127.0279778
59,에덴주유소,서울 강북구 월계로 195 (번동),SKE,1689,1879,Y,Y,N,Y,N,N,강북구,37.62166819999999,127.045522
60,목화주유소,서울 강서구 국회대로 251 (화곡동),RTO,1574,1845,Y,Y,N,N,N,N,강서구,37.5300058,126.8629151
61,뉴신정주유소,서울 강서구 곰달래로 207 (화곡동),RTO,1574,1825,N,N,N,N,N,N,강서구,37.5315539,126.8560239
62,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),HDO,1574,1817,Y,Y,N,Y,N,N,강서구,37.5492376,126.8469515
63,화곡역주유소,서울 강서구 강서로 154 (화곡동),RTO,1574,1825,Y,N,N,N,N,Y,강서구,37.54065689999999,126.8415062
64,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),SKE,1585,1835,Y,Y,N,N,N,Y,강서구,37.5552839,126.7685674
65,유턴주유소,서울 강서구 남부순환로 57,RTO,1595,1859,Y,N,N,N,N,N,강서구,37.5571443,126.8100135
66,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,SKE,1597,1842,Y,Y,N,Y,Y,N,강서구,37.5646012,126.8169076
67,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GSC,1610,1854,Y,Y,N,Y,N,Y,강서구,37.5296048,126.8598234
68,방화주유소,서울 강서구 방화동로 58-2 (방화동),SKE,1613,1833,Y,N,N,N,N,N,강서구,37.5655711,126.8123867
69,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),HDO,1614,1834,Y,Y,N,Y,Y,Y,강서구,37.5703721,126.8030747
70,스카이주유소,서울 강서구 개화동로 457 (방화동),SOL,1645,1894,Y,Y,N,N,N,Y,강서구,37.57148189999999,126.8043676
71,개화주유소,서울 강서구 양천로 57,SKE,1647,1867,Y,Y,N,N,N,N,강서구,37.573448,126.810079
72,(주)한진 김포공항주유소,서울 강서구 하늘길 259,SOL,1659,1869,Y,Y,N,N,N,N,강서구,37.5509534,126.8147734
73,현대오일뱅크(주) 가양주유소,서울 강서구  양천로 391 (가양동),HDO,1659,1848,N,Y,N,N,N,N,강서구,37.5633113,126.83426
74,대성석유(주) 마곡대성주유소,서울 강서구 강서로 457,GSC,1666,1878,Y,N,N,N,N,N,강서구,37.5535944,126.8412653
75,오션네트웍스(주) 서울식물원지점,서울 강서구 양천로 300,SKE,1666,1878,Y,N,N,N,N,N,강서구,37.5642415,126.8426754
76,현대오일뱅크 등촌주유소,서울 강서구 등촌로 189 (등촌동),HDO,1666,1866,N,Y,N,N,N,N,강서구,37.5467865,126.8625346
77,화곡현대주유소,서울 강서구 강서로 151 (화곡동),SKE,1667,1886,Y,Y,N,N,N,Y,강서구,37.5401974,126.8411411
78,강서열린주유소,서울 강서구 등촌로 213 (등촌동),GSC,1668,1888,N,Y,N,N,N,N,강서구,37.5486873,126.8630523
79,신화곡주유소,서울 강서구 국회대로 71,SOL,1675,1895,Y,Y,N,N,N,N,강서구,37.5272351,126.8428769
80,우장산주유소,서울 강서구 강서로 292 (내발산동),SKE,1675,1895,Y,N,N,N,N,N,강서구,37.5546422,126.834636
81,대성석유(주) 관문주유소,서울 강서구 공항대로 314,GSC,1676,1898,N,Y,N,Y,N,N,강서구,37.5576509,126.8423965
82,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),SOL,1677,1897,Y,Y,N,N,Y,Y,강서구,37.53811839999999,126.8471024
83,현대오일뱅크 양화교주유소,서울 강서구 공항대로 653,HDO,1682,1895,Y,Y,N,N,N,N,강서구,37.547366,126.8773233
84,대성석유(주)방화대성주유소,서울 강서구 양천로 176,GSC,1686,1898,Y,Y,N,N,Y,N,강서구,37.5642415,126.8426754
85,대성주유소,서울 강서구 강서로 472,GSC,1686,1898,N,Y,N,Y,N,N,강서구,37.5674836,126.8413671
86,KH에너지(주)직영 가양주유소,서울 강서구 강서로 498 (가양동),SKE,1686,1898,N,Y,N,Y,Y,Y,강서구,37.5698166,126.8419433
87,세원제1주유소,서울 강서구 양천로 311 (가양동),SKE,1690,1880,Y,Y,N,Y,N,N,강서구,37.567802,126.8363645
88,박물관주유소,서울 강서구 양천로53길 97 (가양동),GSC,1728,1928,N,Y,N,Y,Y,N,강서구,37.5670664,126.8485632
89,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,SOL,1730,1926,Y,N,N,N,N,N,강서구,37.555525,126.8067017
90,코리나(주)청룡주유소,서울 강서구 양천로 576,SKE,1768,1928,N,Y,N,N,N,N,강서구,37.5566932,126.86271
91,참솔에너지,서울 강서구 벌말로 281 (오곡동),SOL,1852,1997,Y,Y,N,N,N,Y,강서구,37.5552839,126.7685674
92,염창동주유소,서울 강서구 양천로 720 (염창동),SKE,1998,2098,N,Y,N,N,N,N,강서구,37.5490729,126.8757552
93,현대오일뱅크(주)직영 문성골주유소,서울 관악구 문성로 97 (신림동),HDO,1619,1854,N,Y,N,N,N,N,관악구,37.4777782,126.9143636
94,(주)엠오티이엔지 직영 삼화주유소,서울 관악구 보라매로 41,HDO,1639,1869,N,N,N,N,N,Y,관악구,37.4931625,126.9266808
95,(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동),RTO,1639,1865,Y,Y,N,N,N,N,관악구,37.4803339,126.9306995
96,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GSC,1669,1879,Y,Y,N,Y,N,Y,관악구,37.4770721,126.9623326
97,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),HDO,1669,1869,Y,N,N,N,N,N,관악구,37.4824066,126.9194423
98,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SKE,1689,1869,Y,Y,N,N,N,N,관악구,37.49165,126.9272169
99,SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),SKE,1689,1889,N,Y,N,Y,Y,N,관악구,37.4727639,126.9821855
100,현대주유소,서울 관악구 난곡로 108 (신림동),HDO,1689,1869,N,N,N,N,N,N,관악구,37.4649327,126.919652
101,유림주유소,서울 관악구 신림로 176 (신림동),SOL,1698,1898,N,Y,N,Y,N,Y,관악구,37.4736453,126.9347833
102,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SKE,1699,1899,N,Y,N,N,Y,N,관악구,37.4787022,126.9583517
103,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,GSC,1741,1928,N,N,N,N,N,N,관악구,37.4733457,126.9187577
104,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),SOL,1756,1936,N,Y,N,N,N,N,관악구,37.4823516,126.9450665
105,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),SKE,1759,1947,Y,Y,N,N,N,N,관악구,37.4790749,126.9591267
106,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GSC,1798,1978,N,Y,N,N,N,N,관악구,37.482932,126.9188649
107,태양주유소,서울 광진구 동일로 345 (중곡동),HDO,1614,1824,N,N,N,N,N,Y,광진구,37.5626197,127.0853672
108,(주)창원CW,서울 광진구 광나루로 460 (화양동),HDO,1615,1815,Y,Y,N,N,N,N,광진구,37.5450546,127.0803615
109,현대오일뱅크(주)직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),HDO,1615,1825,Y,Y,N,N,N,N,광진구,37.5609019,127.095729
110,현대오일뱅크(주)직영 능동주유소,서울 광진구 천호대로 584 (능동),HDO,1615,1825,Y,Y,N,Y,N,Y,광진구,37.5555727,127.0823555
111,현대오일뱅크(주) 중원셀프주유소,서울 광진구 동일로 398 (중곡동),HDO,1615,1825,Y,Y,N,N,N,N,광진구,37.5626197,127.0853672
112,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),SOL,1617,1867,Y,Y,N,N,N,Y,광진구,37.5680828,127.0889827
113,용마주유소,서울 광진구 용마산로 68 (중곡동),GSC,1639,1869,N,N,N,N,N,N,광진구,37.5596944,127.087859
114,대원주유소,서울 광진구 용마산로 122 (중곡동),SOL,1639,1869,N,N,N,N,N,N,광진구,37.5645204,127.0870429
115,(주)장수주유소,서울 광진구 동일로 266 (군자동),SKE,1668,1874,N,N,N,Y,N,Y,광진구,37.5549591,127.0715183
116,삼호주유소,서울 광진구 천호대로 809 (광장동),SOL,1682,1897,Y,Y,N,N,N,Y,광진구,37.5456366,127.1036719
117,동서울주유소,서울 광진구 강변역로 10 (구의동),GSC,1699,1898,N,Y,N,N,N,N,광진구,37.5377845,127.0912433
118,자양주유소,서울 광진구 아차산로 298 (자양동),SKE,1758,1948,N,Y,N,N,N,Y,광진구,37.5324005,127.0715809
119,강평주유소,서울 광진구 아차산로 616 (광장동),SKE,1798,1998,N,Y,N,N,N,Y,광진구,37.5475468,127.1072399
120,SK구로주유소,서울 구로구 구일로 94 (구로동),SKE,1594,1844,N,Y,N,N,N,N,구로구,37.4935494,126.8721653
121,구인주유소,서울 구로구 경인로 558 (구로동),SKE,1594,1844,N,Y,N,Y,Y,N,구로구,37.504209,126.8860667
122,신성주유소,서울 구로구 구로동로 187 (구로제2동),HDO,1595,1847,Y,Y,N,N,N,N,구로구,37.49511,126.8823151
123,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GSC,1595,1827,Y,Y,N,Y,N,N,구로구,37.4962231,126.8885534
124,처음처럼주유소,서울 구로구 오리로 1299 (궁동),SOL,1598,1859,N,N,N,N,N,N,구로구,37.5003075,126.8289067
125,극동유화(주) 항동주유소,서울 구로구 서해안로 2154 (항동),SOL,1619,1849,Y,Y,N,N,N,N,구로구,37.4911149,126.8395931
126,서서울고속주유소,서울 구로구 경인로 150 (오류동),SKE,1625,1805,Y,Y,N,N,N,N,구로구,37.49164,126.8428088
127,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),GSC,1629,1844,N,N,N,N,N,Y,구로구,37.5078523,126.887069
128,대원셀프주유소,서울 구로구 개봉로 7,HDO,1637,1867,Y,Y,N,N,N,N,구로구,37.4860529,126.8560668
129,서울석유(주)풀페이주유소,서울 구로구 경인로 41 (온수동),SKE,1639,1839,N,Y,N,N,Y,Y,구로구,37.4899652,126.8254874
130,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),SKE,1649,1850,N,Y,N,N,N,N,구로구,37.4863179,126.8570058
131,현대오일뱅크㈜직영 신오류주유소,서울 구로구 경인로 161 (오류동),HDO,1649,1865,N,Y,N,Y,Y,N,구로구,37.491358,126.839872
132, 현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,HDO,1669,1869,Y,Y,N,Y,N,Y,구로구,37.4808979,126.8993011
133,개봉주유소,서울 구로구 고척로 115 (개봉동),HDO,1677,1887,Y,Y,N,N,N,N,구로구,37.5019132,126.846819
134,근린공원주유소,서울 구로구 고척로 199 (고척동),SOL,1765,1935,N,Y,N,N,N,N,구로구,37.5050911,126.8554371
135,현대오일뱅크(주)직영 신구로주유소,서울 구로구 가마산로 293 (구로동),HDO,1796,1910,N,Y,N,N,N,N,구로구,37.4974745,126.8924749
136,영진주유소,서울 구로구 구로동로 20 (가리봉동),SOL,1797,1997,N,N,N,N,N,N,구로구,37.4836403,126.8869533
137,JHC에너지,서울 구로구 시흥대로 539,HDO,1799,1897,N,N,N,Y,N,N,구로구,37.4813879,126.8997699
138,동아주유소,서울 구로구 도림로 91 (구로동),SOL,1998,1998,N,N,N,N,Y,N,구로구,37.4907961,126.8931581
139,구로주유소,서울 구로구 구로동로 137 (구로동),GSC,2298,2398,N,N,N,N,N,N,구로구,37.490737,126.883519
140,구광주유소,서울 금천구 서부샛길 674 (가산동),SOL,1595,1835,N,Y,N,N,N,N,금천구,37.4819679,126.8751491
141,(주)화동유업 화동주유소,서울 금천구 시흥대로 484,SKE,1614,1898,Y,Y,N,N,N,N,금천구,37.4767708,126.8991661
142,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GSC,1615,1935,Y,Y,N,N,Y,Y,금천구,37.4415477,126.9031064
143,(주)백운주유소,서울 금천구 시흥대로 282 (독산동),RTO,1615,1879,Y,N,N,N,N,N,금천구,37.45885150000001,126.8993418
144,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),SKE,1645,1935,Y,N,N,N,N,N,금천구,37.4371734,126.9024572
145,현대오일뱅크(주)직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),HDO,1665,1880,Y,Y,N,N,N,N,금천구,37.4604604,126.904433
146,현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),HDO,1674,1889,N,Y,N,N,N,N,금천구,37.4801783,126.9074941
147,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),SOL,1685,1898,Y,Y,N,Y,N,N,금천구,37.4496089,126.9029548
148,남서울경복에너지,서울 금천구 독산로 257 (독산동),HDO,1685,1905,Y,N,N,N,N,N,금천구,37.46981,126.9023363
149,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,SKE,1689,1899,N,Y,N,Y,N,N,금천구,37.4730006,126.8978907
150,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GSC,1708,1935,Y,Y,N,N,N,Y,금천구,37.44449040000001,126.9042647
151,화랑대주유소,서울 노원구 화랑로 483,HDO,1595,1865,Y,Y,N,N,N,N,노원구,37.6196049,127.0807059
152,이엠석유(주)배꽃나라주유소,서울 노원구 화랑로 466 (공릉1동),GSC,1625,1865,Y,Y,N,Y,N,N,노원구,37.6248346,127.0737922
153,(주)소모에너지 수락산셀프주유소,서울 노원구 동일로 1772,GSC,1635,1833,Y,N,N,N,N,N,노원구,37.6866099,127.0558354
154,월계주유소,서울 노원구 월계로 252 (월계동),GSC,1635,1835,Y,Y,N,Y,N,N,노원구,37.6244446,127.0506987
155,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),SOL,1645,1865,Y,Y,N,N,N,Y,노원구,37.6259181,127.0855335
156,한신주유소,서울 노원구 동일로 1089 (공릉동),SKE,1645,1844,Y,Y,N,N,N,N,노원구,37.6304778,127.0901988
157,삼육주유소,서울 노원구 화랑로 822 (공릉동),SKE,1645,1865,Y,Y,N,N,N,N,노원구,37.63862520000001,127.1090677
158,현대오일뱅크㈜직영 하계주유소,서울 노원구 노원로17길 29 (하계동),HDO,1655,1895,N,Y,N,N,N,N,노원구,37.6421236,127.0703677
159,남선석유(주)구도일주유소 불암,서울 노원구 한글비석로 268 (중계동),SOL,1655,1875,Y,Y,N,N,N,N,노원구,37.6512956,127.0773021
160,성북역주유소,서울 노원구 광운로 95 (월계동),GSC,1658,1879,N,Y,N,N,N,N,노원구,37.6260144,127.0599523
161,SK에너지㈜직영 상계주유소,서울 노원구 노해로 527 (상계동),SKE,1675,1885,N,Y,N,N,N,N,노원구,37.6559345,127.0664793
162,신성주유소,서울 노원구 월계로 328 (월계동),SOL,1698,1898,Y,Y,N,N,N,Y,노원구,37.6287449,127.0572862
163,노원주유소,서울 노원구 동일로 1008 (공릉동),GSC,1759,1928,N,Y,N,Y,N,N,노원구,37.6304778,127.0901988
164,상계동주유소,서울 노원구 노원로26길 191 (상계동),HDO,1770,1980,N,N,N,Y,N,N,노원구,37.65833740000001,127.0711447
165,하계삼호주유소,서울 노원구 공릉로 294 (하계동),GSC,1785,1981,N,N,N,Y,N,N,노원구,37.6335815,127.0722699
166,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),SKE,1615,1815,Y,Y,N,N,N,Y,도봉구,37.6496008,127.0206486
167,도봉제일주유소(주)송만에너지,서울 도봉구 도봉로 783 (도봉동),HDO,1615,1825,N,N,N,N,N,N,도봉구,37.674434,127.0440507
168,노원교주유소,서울 도봉구 마들로 776 (도봉동),HDO,1622,1863,Y,Y,N,N,N,N,도봉구,37.678829,127.0497045
169,(주)헨지스에너지 구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),SOL,1625,1825,Y,Y,N,Y,N,N,도봉구,37.6668444,127.0434577
170,한이에너지(주) 쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),SOL,1625,1825,Y,Y,N,Y,N,Y,도봉구,37.6522545,127.0304855
171,(주)자연에너지 햇살주유소,서울 도봉구 방학로 142 (방학동),HDO,1625,1815,Y,Y,N,N,N,N,도봉구,37.6630108,127.0363981
172,극동유화(주) 대안주유소,서울 도봉구 마들로 574 (창동),SOL,1629,1849,Y,Y,N,Y,N,N,도봉구,37.6614812,127.0475388
173,현대오일뱅크㈜직영 도봉현대셀프주유소,서울 도봉구 도봉로 941 (도봉동),HDO,1629,1859,Y,Y,N,N,Y,N,도봉구,37.6883354,127.0453133
174,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),GSC,1635,1875,Y,Y,N,Y,N,Y,도봉구,37.6413062,127.0401911
175,구도일주유소 파크빌,서울 도봉구 해등로3길 86 (창동),SOL,1637,1847,Y,N,N,N,N,N,도봉구,37.6468071,127.0394314
176,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),SKE,1637,1837,Y,Y,N,Y,N,N,도봉구,37.6445794,127.0327745
177,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,GSC,1648,1895,Y,Y,N,N,N,Y,도봉구,37.6624409,127.0315058
178,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),GSC,1648,1895,Y,Y,N,Y,N,Y,도봉구,37.6844111,127.0454986
179,현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,HDO,1657,1847,N,Y,N,N,N,N,도봉구,37.6623342,127.0354151
180,(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),HDO,1698,1878,Y,Y,N,N,N,N,도봉구,37.6490417,127.0267991
181,오복주유소,서울 도봉구 방학로 43,SOL,1716,1887,Y,Y,N,N,N,Y,도봉구,37.6622407,127.0474237
182,대성산업㈜청량리주유소,서울 동대문구 왕산로 289 (청량리동),GSC,1615,1875,Y,Y,N,N,N,Y,동대문구,37.5813765,127.0450573
183,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),GSC,1615,1895,Y,Y,N,Y,N,Y,동대문구,37.57570339999999,127.0376115
184,동서울고속주유소,서울 동대문구 한천로 414,SKE,1615,1805,Y,N,N,N,N,Y,동대문구,37.59751120000001,127.068033
185,풍한주유소,서울 동대문구 안암로 168,SKE,1615,1815,N,Y,N,N,N,Y,동대문구,37.5891723,127.0359785
186,열린주유소,서울 동대문구 한천로 263 (휘경동),SOL,1615,1839,N,N,N,N,N,N,동대문구,37.5843348,127.0676289
187,(주)경동주유소,서울 동대문구 이문로 191 (이문동),SOL,1625,1845,Y,Y,N,N,N,N,동대문구,37.6036095,127.0617858
188,삼영주유소,서울 동대문구 답십리로 258 (장안동),SKE,1625,1825,N,Y,N,N,N,N,동대문구,37.57224679999999,127.06882
189,(주)파랑에너지,서울 동대문구 망우로 126,GSC,1635,1865,Y,Y,N,N,N,N,동대문구,37.591192,127.0670882
190,재정제2주유소,서울 동대문구 사가정로 90 (전농동),HDO,1659,1839,Y,Y,N,N,N,N,동대문구,37.575785,127.0556357
191,재정주유소,서울 동대문구 전농로 121 (전농동),HDO,1659,1839,Y,Y,N,N,N,N,동대문구,37.5756532,127.0574125
192,현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),HDO,1668,1875,N,Y,N,N,N,Y,동대문구,37.56319800000001,127.0696548
193,(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),SKE,1668,1888,Y,Y,N,N,N,N,동대문구,37.5901174,127.0631566
194,홍능주유소,서울 동대문구 홍릉로 87 (청량리동),SOL,1685,1885,N,Y,N,N,N,N,동대문구,37.5880321,127.0425684
195,배봉로주유소,서울 동대문구 서울시립대로 108,HDO,1695,1885,Y,Y,N,N,N,N,동대문구,37.5800075,127.051056
196,삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),SKE,1697,1889,Y,Y,N,N,N,N,동대문구,37.5789822,127.0696339
197,오동나무주유소,서울 동대문구  한천로 81 (답십리동),SOL,1698,1898,N,N,N,N,N,N,동대문구,37.5696589,127.0576058
198,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),HDO,1870,1990,N,N,N,N,N,N,동대문구,37.588455,127.057499
199,지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,GSC,1644,1880,N,N,N,N,N,N,동작구,37.5056797,126.9229038
200,창원이엔지주유소,서울 동작구 사당로 59 (상도동),HDO,1669,1887,N,Y,N,N,N,N,동작구,37.4948932,126.9614301
201,현대오일뱅크㈜직영 신대방셀프주유소,서울 동작구 시흥대로 616 (신대방동),HDO,1669,1924,Y,Y,N,Y,Y,Y,동작구,37.4871156,126.9055658
202,매일주유소,서울 동작구 상도로 139 (상도동),SOL,1679,1939,Y,Y,N,N,N,N,동작구,37.5027158,126.9350931
203,현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),HDO,1697,1899,Y,Y,N,N,N,Y,동작구,37.5084548,126.9621517
204,현대오일뱅크(주)직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),HDO,1697,1909,Y,Y,N,N,N,Y,동작구,37.4830715,126.9815177
205,지에스칼텍스㈜직영 남성주유소,서울 동작구 동작대로 135 (사당동),GSC,1699,1910,Y,N,N,N,N,Y,동작구,37.4886663,126.9819562
206,현대오일뱅크(주)직영 동작주유소,서울 동작구 상도로 403 (상도동),HDO,1707,1889,N,Y,N,N,N,N,동작구,37.493427,126.9565053
207,살피재주유소,서울 동작구 상도로 334,SKE,1875,1985,N,N,N,N,N,N,동작구,37.49832110000001,126.9513763
208,성산대교셀프주유소,서울 마포구 성산로 144,HDO,1677,1867,Y,Y,N,Y,N,N,마포구,37.5643058,126.9094768
209,청원주유소,서울 마포구 월드컵북로 113 (성산동),HDO,1677,1867,Y,Y,N,N,N,N,마포구,37.5695475,126.9090302
210,성산주유소,서울 마포구 월드컵북로 170 (성산제2동),SKE,1687,1877,N,N,N,N,N,N,마포구,37.5688388,126.9059487
211,마포시엠주유소,서울 마포구 월드컵북로62 (성산동),GSC,1687,1877,N,N,N,N,N,N,마포구,37.5634142,126.9118656
212,에스오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),SOL,1699,1899,Y,Y,N,N,N,N,마포구,37.5461825,126.9446915
213,에스에스오토셀프,서울 마포구 서강로 76 (창전동),HDO,1699,1899,Y,Y,N,N,N,Y,마포구,37.5497919,126.9326402
214,(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),SKE,1718,1888,N,Y,N,N,N,N,마포구,37.5587422,126.9072625
215,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),SKE,1719,1999,N,N,N,Y,Y,Y,마포구,37.5376496,126.9463971
216,(주)만성상사 대흥주유소,서울 마포구 대흥로 61 (대흥동),SKE,1729,1939,N,Y,N,N,N,Y,마포구,37.5459142,126.9398836
217,SK에너지(주) 안국주유소,서울 마포구 양화로 33,SKE,1769,1979,N,N,N,N,N,Y,마포구,37.5492628,126.9125773
218,마포주유소,서울 마포구 마포대로 186 (공덕동),SOL,1999,2199,N,Y,N,N,N,N,마포구,37.5506944,126.9505988
219,(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),HDO,1639,1844,N,N,N,N,N,N,서대문구,37.5890029,126.9493965
220,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87 (홍제동),SOL,1639,1899,Y,Y,N,N,N,N,서대문구,37.595423,126.9484173
221,구도일주유소 두꺼비,서울 서대문구 성산로 312,SOL,1647,1843,Y,Y,N,Y,N,N,서대문구,37.5659928,126.924833
222,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SKE,1649,1858,Y,Y,N,N,Y,Y,서대문구,37.5677894,126.9488821
223,현대오일뱅크(주)직영 연세주유소,서울 서대문구 연희로 184,HDO,1649,1879,Y,Y,N,N,N,N,서대문구,37.573442,126.9359117
224,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,HDO,1653,1873,Y,N,N,N,Y,Y,서대문구,37.5792768,126.933107
225,(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106(홍은동),SOL,1654,1867,Y,Y,N,Y,N,N,서대문구,37.5822173,126.9265787
