index,Name,Address,Brand,Gasoline_P,Diesel_P,SELF_YN,CWASH_YN,LPG_YN,MAINT_YN,CVS_YN,SEL24_YN,Area,Lat,Lng
226,남정주유소,서울 서대문구 모래내로 243 (남가좌동),GSC,1658,1878,N,N,N,N,N,N,서대문구,37.574463,126.9153354
227,(주)성림에너지 홍제동주유소,서울 서대문구 통일로 372,GSC,1669,1859,Y,Y,N,N,N,N,서대문구,37.5835317,126.9501992
228,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),SKE,1675,1865,Y,N,N,N,Y,N,서대문구,37.5584944,126.9345627
229,현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),HDO,1679,1864,N,Y,N,N,Y,N,서대문구,37.5931272,126.946707
230,삼미상사(주)서부주유소,서울 서대문구 성산로 255,SKE,1689,1885,Y,Y,N,Y,Y,Y,서대문구,37.5677169,126.9189548
231,광호주유소,서울 서대문구 연희로 266 (홍은동),SKE,1698,1898,N,Y,N,N,N,N,서대문구,37.5807121,126.9365769
232,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),SKE,1698,1898,N,Y,N,N,Y,N,서대문구,37.5692438,126.9324894
233,만남의광장주유소,서울 서초구 양재대로12길 73-71,RTX,1599,1819,Y,N,N,N,Y,Y,서초구,37.4599063,127.0420601
234,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),SOL,1685,1915,Y,Y,N,Y,N,N,서초구,37.480541,127.0119248
235,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GSC,1685,1915,Y,N,N,N,N,N,서초구,37.4861448,127.0107621
236,현대오일뱅크(주)직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),HDO,1689,1919,N,N,N,N,N,N,서초구,37.5000819,126.9991738
237,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),GSC,1695,1925,Y,N,N,N,N,N,서초구,37.4864212,127.0098686
238,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),GSC,1695,1899,Y,N,N,N,N,N,서초구,37.50460229999999,127.0018098
239,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SKE,1695,1895,Y,Y,N,N,N,N,서초구,37.46678,126.9879585
240,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),GSC,1695,1946,Y,Y,N,N,N,Y,서초구,37.50367079999999,127.0231767
241,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),GSC,1695,1946,Y,Y,N,N,N,N,서초구,37.5030662,127.010946
242,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),GSC,1696,1913,N,Y,N,N,N,N,서초구,37.4948943,126.9832005
243,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GSC,1696,1918,N,Y,N,N,Y,N,서초구,37.4825475,127.0185027
244,현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),HDO,1698,1889,N,Y,N,Y,N,N,서초구,37.4927581,126.9832272
245,현대오일뱅크(주)직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),HDO,1698,1919,N,Y,N,N,N,N,서초구,37.4904892,127.0226088
246,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GSC,1705,1956,N,Y,N,N,N,Y,서초구,37.5067869,127.0087106
247,한독주유소,서울 서초구 방배로 218 (방배동),GSC,1710,1889,Y,N,N,N,N,N,서초구,37.4927228,126.9908766
248,신반포주유소,서울 서초구 사평대로 94 (반포동),SKE,1710,1857,Y,Y,N,N,N,Y,서초구,37.4983258,126.9949336
249,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),SKE,1715,1907,Y,Y,N,Y,N,N,서초구,37.4682684,127.0281865
250,헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),SOL,1719,1889,Y,N,N,N,N,N,서초구,37.4574054,127.0601804
251,현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,HDO,1730,1898,N,Y,N,N,N,N,서초구,37.4735423,127.0397686
252,양재주유소,서울 서초구 바우뫼로 178,SKE,1730,1898,N,Y,N,N,N,Y,서초구,37.4780706,127.03961
253,말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),GSC,1736,1896,N,N,N,N,N,N,서초구,37.4851407,127.0406537
254,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),SKE,1749,1927,Y,Y,N,N,Y,Y,서초구,37.46283870000001,127.0374413
255,(주)홈런주유소,서울 서초구 양재대로2길 100-30 (우면동),SOL,1778,1998,Y,Y,N,N,N,Y,서초구,37.4644963,127.0417509
256,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GSC,1794,1956,N,Y,N,N,Y,Y,서초구,37.5161162,127.018846
257,방배동주유소,서울 서초구 효령로 29 (방배동),SKE,1893,1991,N,Y,N,N,N,N,서초구,37.4780874,126.9877574
258,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),SKE,2098,2218,N,Y,N,N,N,N,서초구,37.4927077,127.0076076
259,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),SOL,2289,2388,N,Y,N,N,N,N,서초구,37.4815383,127.0422126
260,양재최고주유소,서울 서초구 매헌로 72 (양재동),SOL,2395,2395,N,Y,N,N,N,N,서초구,37.4670964,127.0347052
261,KLP제2주유소,서울 성동구 동일로 249 (송정동),HDO,1614,1889,Y,N,N,N,N,N,성동구,37.5538684,127.0703265
262,정호주유소,서울 성동구 고산자로 307 (마장동),ETC,1615,1865,N,N,N,N,N,N,성동구,37.5668696,127.0363928
263,현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,HDO,1625,1845,N,Y,N,N,N,N,성동구,37.5440751,127.064635
264,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),SOL,1627,1837,Y,Y,N,N,N,Y,성동구,37.5641954,127.0555794
265,현대오일뱅크(주) 성동셀프주유소,서울 성동구 마장로 311 (마장동),HDO,1659,1859,Y,Y,N,N,N,N,성동구,37.5669759,127.0437017
266,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),SKE,1669,1879,N,Y,N,N,N,Y,성동구,37.56051280000001,127.0682779
267,아이콘주유소,서울 성동구 고산자로 273 (도선동),SOL,1678,1868,N,Y,N,N,N,Y,성동구,37.563348,127.0329327
268,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,GSC,1683,1890,Y,Y,N,Y,N,Y,성동구,37.5419698,127.063446
269,삼우주유소,서울 성동구 천호대로 392,SKE,1758,1958,N,Y,N,N,N,N,성동구,37.5613925,127.0622849
270,SK KH에너지 성수만세주유소,서울 성동구 왕십리로 109,SKE,1788,1978,Y,Y,N,Y,Y,N,성동구,37.5474233,127.044265
271,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),SKE,1789,1978,N,Y,N,N,N,N,성동구,37.5399558,127.0498823
272,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),SKE,1805,1980,N,Y,N,Y,N,N,성동구,37.5508115,127.0504428
273,금호주유소,서울 성동구 금호로 39 (금호동4가),GSC,1896,2073,N,N,N,N,N,N,성동구,37.5470255,127.0250296
274,동일주유소,서울 성동구 광나루로 254 (성수동2가),HDO,1993,2165,N,Y,N,N,N,N,성동구,37.548454,127.0578139
275,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),SKE,2098,2197,N,Y,N,N,N,N,성동구,37.5700016,127.0273779
276,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GSC,2148,2298,N,N,N,N,N,N,성동구,37.5409535,127.0113872
277,원천주유소,서울 성북구 돌곶이로 142 (장위동),RTO,1613,1813,N,N,N,N,N,N,성북구,37.614921,127.0527521
278,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),GSC,1625,1815,Y,Y,N,N,N,Y,성북구,37.5797898,127.0225999
279,(주)성북주유소,서울 성북구 보문로 142,HDO,1625,1815,Y,Y,N,N,N,N,성북구,37.5876306,127.0183757
280,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),GSC,1625,1815,Y,Y,N,Y,N,N,성북구,37.6076598,127.0098583
281,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,HDO,1625,1815,Y,Y,N,N,N,N,성북구,37.6091627,127.0100739
282,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),SKE,1634,1854,N,N,N,N,N,N,성북구,37.6165378,127.041418
283,신동방주유소,서울 성북구 월계로 84 (장위동),SOL,1634,1835,Y,N,N,N,N,N,성북구,37.6134086,127.0381078
284,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,GSC,1635,1815,N,Y,N,Y,N,Y,성북구,37.6031617,127.0353088
285,중앙에너비스 종암지점,서울 성북구 종암로 58,SKE,1635,1825,Y,Y,N,N,N,Y,성북구,37.5956106,127.0360234
286,현대오일뱅크㈜직영 장삼주유소,서울 성북구 한천로 612 (장위동),HDO,1635,1825,Y,Y,N,N,Y,N,성북구,37.613583,127.0602017
287,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),GSC,1635,1825,Y,Y,N,N,N,Y,성북구,37.602751,127.0320219
288,현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),HDO,1635,1855,Y,Y,N,N,N,N,성북구,37.5916818,127.0366505
289,현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),HDO,1637,1857,Y,Y,N,N,N,N,성북구,37.6086895,127.013717
290,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,SOL,1653,1843,Y,Y,N,Y,N,N,성북구,37.6068649,127.0500704
291,우리주유소,서울 성북구 화랑로 292,SKE,1655,1845,Y,Y,N,Y,N,Y,성북구,37.6126933,127.0612878
292,장위주유소,서울 성북구 화랑로 110 (하월곡동),SOL,1655,1845,Y,Y,N,N,N,Y,성북구,37.6041779,127.0409997
293,현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),HDO,1657,1847,N,Y,N,N,N,Y,성북구,37.6004781,127.014224
294,재정제2주유소 길음지점,서울 성북구 삼양로 78 (길음동),HDO,1659,1839,N,N,N,N,N,N,성북구,37.6102602,127.0227323
295,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),SOL,1665,1865,Y,Y,N,N,N,Y,성북구,37.58266,127.0191769
296,신방주유소,서울 성북구 안암로 111 (안암동5가),SOL,1669,1859,N,N,N,N,N,N,성북구,37.5855042,127.031798
297,삼선주유소,서울 성북구 창경궁로 324,SOL,1697,1875,Y,Y,N,N,N,N,성북구,37.5879082,127.005575
298,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,GSC,1701,1909,Y,N,N,N,N,N,성북구,37.6087501,127.0295068
